1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.167829 cmd_find_best_session: 0 sessions to try
1720573017.167882 key_bindings_add: 0x3c < = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1720573017.167886 cmd_find_best_session: 0 sessions to try
1720573017.167890 cmdq_next <global>: [bind-key/0x630cc8908a70] (0), flags 0
1720573017.167894 cmd_find_best_session: 0 sessions to try
1720573017.167897 cmd_find_current_client: no target, return (nil)
1720573017.167900 cmd_find_best_session: 0 sessions to try
1720573017.167903 cmd_find_current_client: no target, return (nil)
1720573017.167906 cmd_find_best_session: 0 sessions to try
1720573017.167909 cmd_find_best_session: 0 sessions to try
1720573017.167988 key_bindings_add: 0x3e > = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1720573017.167993 cmd_find_best_session: 0 sessions to try
1720573017.167997 cmdq_next <global>: [bind-key/0x630cc890b580] (0), flags 0
1720573017.168000 cmd_find_best_session: 0 sessions to try
1720573017.168003 cmd_find_current_client: no target, return (nil)
1720573017.168006 cmd_find_best_session: 0 sessions to try
1720573017.168022 cmd_find_current_client: no target, return (nil)
1720573017.168026 cmd_find_best_session: 0 sessions to try
1720573017.168029 cmd_find_best_session: 0 sessions to try
1720573017.168038 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane -t = ; send-keys -M
1720573017.168042 cmd_find_best_session: 0 sessions to try
1720573017.168048 cmdq_next <global>: [bind-key/0x630cc8906c50] (0), flags 0
1720573017.168050 cmd_find_best_session: 0 sessions to try
1720573017.168053 cmd_find_current_client: no target, return (nil)
1720573017.168056 cmd_find_best_session: 0 sessions to try
1720573017.168059 cmd_find_current_client: no target, return (nil)
1720573017.168062 cmd_find_best_session: 0 sessions to try
1720573017.168065 cmd_find_best_session: 0 sessions to try
1720573017.168074 key_bindings_add: 0x10e07a MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1720573017.168078 cmd_find_best_session: 0 sessions to try
1720573017.168082 cmdq_next <global>: [bind-key/0x630cc890e050] (0), flags 0
1720573017.168085 cmd_find_best_session: 0 sessions to try
1720573017.168088 cmd_find_current_client: no target, return (nil)
1720573017.168091 cmd_find_best_session: 0 sessions to try
1720573017.168094 cmd_find_current_client: no target, return (nil)
1720573017.168097 cmd_find_best_session: 0 sessions to try
1720573017.168100 cmd_find_best_session: 0 sessions to try
1720573017.168108 key_bindings_add: 0x10e0e6 WheelUpPane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1720573017.168112 cmd_find_best_session: 0 sessions to try
1720573017.168115 cmdq_next <global>: [bind-key/0x630cc8907190] (0), flags 0
1720573017.168118 cmd_find_best_session: 0 sessions to try
1720573017.168121 cmd_find_current_client: no target, return (nil)
1720573017.168124 cmd_find_best_session: 0 sessions to try
1720573017.168127 cmd_find_current_client: no target, return (nil)
1720573017.168130 cmd_find_best_session: 0 sessions to try
1720573017.168133 cmd_find_best_session: 0 sessions to try
1720573017.168141 key_bindings_add: 0x10e014 MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1720573017.168144 cmd_find_best_session: 0 sessions to try
1720573017.168148 cmdq_next <global>: [bind-key/0x630cc8906f20] (0), flags 0
1720573017.168151 cmd_find_best_session: 0 sessions to try
1720573017.168154 cmd_find_current_client: no target, return (nil)
1720573017.168157 cmd_find_best_session: 0 sessions to try
1720573017.168160 cmd_find_current_client: no target, return (nil)
1720573017.168163 cmd_find_best_session: 0 sessions to try
1720573017.168166 cmd_find_best_session: 0 sessions to try
1720573017.168182 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1720573017.168185 cmd_find_best_session: 0 sessions to try
1720573017.168190 cmdq_next <global>: [bind-key/0x630cc89110b0] (0), flags 0
1720573017.168193 cmd_find_best_session: 0 sessions to try
1720573017.168196 cmd_find_current_client: no target, return (nil)
1720573017.168199 cmd_find_best_session: 0 sessions to try
1720573017.168202 cmd_find_current_client: no target, return (nil)
1720573017.168205 cmd_find_best_session: 0 sessions to try
1720573017.168208 cmd_find_best_session: 0 sessions to try
1720573017.168222 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1720573017.168225 cmd_find_best_session: 0 sessions to try
1720573017.168229 cmdq_next <global>: [bind-key/0x630cc8912240] (0), flags 0
1720573017.168232 cmd_find_best_session: 0 sessions to try
1720573017.168235 cmd_find_current_client: no target, return (nil)
1720573017.168238 cmd_find_best_session: 0 sessions to try
1720573017.168246 cmd_find_current_client: no target, return (nil)
1720573017.168250 cmd_find_best_session: 0 sessions to try
1720573017.168253 cmd_find_best_session: 0 sessions to try
1720573017.168258 key_bindings_add: 0x10e07f MouseDrag1Border = resize-pane -M
1720573017.168261 cmd_find_best_session: 0 sessions to try
1720573017.168265 cmdq_next <global>: [bind-key/0x630cc8912c10] (0), flags 0
1720573017.168268 cmd_find_best_session: 0 sessions to try
1720573017.168271 cmd_find_current_client: no target, return (nil)
1720573017.168274 cmd_find_best_session: 0 sessions to try
1720573017.168277 cmd_find_current_client: no target, return (nil)
1720573017.168280 cmd_find_best_session: 0 sessions to try
1720573017.168283 cmd_find_best_session: 0 sessions to try
1720573017.168290 key_bindings_add: 0x10e00f MouseDown1Status = select-window -t =
1720573017.168293 cmd_find_best_session: 0 sessions to try
1720573017.168297 cmdq_next <global>: [bind-key/0x630cc89135e0] (0), flags 0
1720573017.168300 cmd_find_best_session: 0 sessions to try
1720573017.168303 cmd_find_current_client: no target, return (nil)
1720573017.168306 cmd_find_best_session: 0 sessions to try
1720573017.168309 cmd_find_current_client: no target, return (nil)
1720573017.168312 cmd_find_best_session: 0 sessions to try
1720573017.168315 cmd_find_best_session: 0 sessions to try
1720573017.168321 key_bindings_add: 0x10e0ed WheelDownStatus = next-window
1720573017.168324 cmd_find_best_session: 0 sessions to try
1720573017.168329 cmdq_next <global>: [bind-key/0x630cc8913ec0] (0), flags 0
1720573017.168332 cmd_find_best_session: 0 sessions to try
1720573017.168335 cmd_find_current_client: no target, return (nil)
1720573017.168338 cmd_find_best_session: 0 sessions to try
1720573017.168341 cmd_find_current_client: no target, return (nil)
1720573017.168344 cmd_find_best_session: 0 sessions to try
1720573017.168347 cmd_find_best_session: 0 sessions to try
1720573017.168352 key_bindings_add: 0x10e0e7 WheelUpStatus = previous-window
1720573017.168355 cmd_find_best_session: 0 sessions to try
1720573017.168359 cmdq_next <global>: [bind-key/0x630cc890f750] (0), flags 0
1720573017.168362 cmd_find_best_session: 0 sessions to try
1720573017.168365 cmd_find_current_client: no target, return (nil)
1720573017.168368 cmd_find_best_session: 0 sessions to try
1720573017.168371 cmd_find_current_client: no target, return (nil)
1720573017.168374 cmd_find_best_session: 0 sessions to try
1720573017.168377 cmd_find_best_session: 0 sessions to try
1720573017.168403 key_bindings_add: 0x10e01c MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1720573017.168406 cmd_find_best_session: 0 sessions to try
1720573017.168410 cmdq_next <global>: [bind-key/0x630cc89101f0] (0), flags 0
1720573017.168413 cmd_find_best_session: 0 sessions to try
1720573017.168416 cmd_find_current_client: no target, return (nil)
1720573017.168419 cmd_find_best_session: 0 sessions to try
1720573017.168422 cmd_find_current_client: no target, return (nil)
1720573017.168425 cmd_find_best_session: 0 sessions to try
1720573017.168428 cmd_find_best_session: 0 sessions to try
1720573017.168449 key_bindings_add: 0x10000010e01c M-MouseDown3StatusLeft = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1720573017.168452 cmd_find_best_session: 0 sessions to try
1720573017.168456 cmdq_next <global>: [bind-key/0x630cc89145a0] (0), flags 0
1720573017.168459 cmd_find_best_session: 0 sessions to try
1720573017.168462 cmd_find_current_client: no target, return (nil)
1720573017.168465 cmd_find_best_session: 0 sessions to try
1720573017.168468 cmd_find_current_client: no target, return (nil)
1720573017.168476 cmd_find_best_session: 0 sessions to try
1720573017.168479 cmd_find_best_session: 0 sessions to try
1720573017.168512 key_bindings_add: 0x10e01b MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1720573017.168516 cmd_find_best_session: 0 sessions to try
1720573017.168520 cmdq_next <global>: [bind-key/0x630cc891c800] (0), flags 0
1720573017.168523 cmd_find_best_session: 0 sessions to try
1720573017.168526 cmd_find_current_client: no target, return (nil)
1720573017.168529 cmd_find_best_session: 0 sessions to try
1720573017.168532 cmd_find_current_client: no target, return (nil)
1720573017.168535 cmd_find_best_session: 0 sessions to try
1720573017.168538 cmd_find_best_session: 0 sessions to try
1720573017.168568 key_bindings_add: 0x10000010e01b M-MouseDown3Status = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1720573017.168571 cmd_find_best_session: 0 sessions to try
1720573017.168576 cmdq_next <global>: [bind-key/0x630cc891e5e0] (0), flags 0
1720573017.168579 cmd_find_best_session: 0 sessions to try
1720573017.168582 cmd_find_current_client: no target, return (nil)
1720573017.168585 cmd_find_best_session: 0 sessions to try
1720573017.168588 cmd_find_current_client: no target, return (nil)
1720573017.168590 cmd_find_best_session: 0 sessions to try
1720573017.168593 cmd_find_best_session: 0 sessions to try
1720573017.168672 key_bindings_add: 0x10e01a MouseDown3Pane = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1720573017.168677 cmd_find_best_session: 0 sessions to try
1720573017.168689 cmdq_next <global>: [bind-key/0x630cc891e4c0] (0), flags 0
1720573017.168692 cmd_find_best_session: 0 sessions to try
1720573017.168695 cmd_find_current_client: no target, return (nil)
1720573017.168698 cmd_find_best_session: 0 sessions to try
1720573017.168701 cmd_find_current_client: no target, return (nil)
1720573017.168704 cmd_find_best_session: 0 sessions to try
1720573017.168707 cmd_find_best_session: 0 sessions to try
1720573017.168770 key_bindings_add: 0x10000010e01a M-MouseDown3Pane = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1720573017.168775 cmd_find_best_session: 0 sessions to try
1720573017.168779 cmdq_next <global>: [bind-key/0x630cc8926df0] (0), flags 0
1720573017.168782 cmd_find_best_session: 0 sessions to try
1720573017.168785 cmd_find_current_client: no target, return (nil)
1720573017.168788 cmd_find_best_session: 0 sessions to try
1720573017.168791 cmd_find_current_client: no target, return (nil)
1720573017.168794 cmd_find_best_session: 0 sessions to try
1720573017.168796 cmd_find_best_session: 0 sessions to try
1720573017.168802 key_bindings_add: 0 C-Space = send-keys -X begin-selection
1720573017.168805 cmd_find_best_session: 0 sessions to try
1720573017.168809 cmdq_next <global>: [bind-key/0x630cc8910430] (0), flags 0
1720573017.168812 cmd_find_best_session: 0 sessions to try
1720573017.168815 cmd_find_current_client: no target, return (nil)
1720573017.168818 cmd_find_best_session: 0 sessions to try
1720573017.168821 cmd_find_current_client: no target, return (nil)
1720573017.168824 cmd_find_best_session: 0 sessions to try
1720573017.168826 cmd_find_best_session: 0 sessions to try
1720573017.168832 key_bindings_add: 0x1 C-a = send-keys -X start-of-line
1720573017.168835 cmd_find_best_session: 0 sessions to try
1720573017.168839 cmdq_next <global>: [bind-key/0x630cc890f390] (0), flags 0
1720573017.168842 cmd_find_best_session: 0 sessions to try
1720573017.168845 cmd_find_current_client: no target, return (nil)
1720573017.168847 cmd_find_best_session: 0 sessions to try
1720573017.168850 cmd_find_current_client: no target, return (nil)
1720573017.168853 cmd_find_best_session: 0 sessions to try
1720573017.168856 cmd_find_best_session: 0 sessions to try
1720573017.168861 key_bindings_add: 0x3 C-c = send-keys -X cancel
1720573017.168864 cmd_find_best_session: 0 sessions to try
1720573017.168868 cmdq_next <global>: [bind-key/0x630cc8927c70] (0), flags 0
1720573017.168871 cmd_find_best_session: 0 sessions to try
1720573017.168874 cmd_find_current_client: no target, return (nil)
1720573017.168877 cmd_find_best_session: 0 sessions to try
1720573017.168880 cmd_find_current_client: no target, return (nil)
1720573017.168883 cmd_find_best_session: 0 sessions to try
1720573017.168891 cmd_find_best_session: 0 sessions to try
1720573017.168896 key_bindings_add: 0x5 C-e = send-keys -X end-of-line
1720573017.168899 cmd_find_best_session: 0 sessions to try
1720573017.168903 cmdq_next <global>: [bind-key/0x630cc892a850] (0), flags 0
1720573017.168906 cmd_find_best_session: 0 sessions to try
1720573017.168909 cmd_find_current_client: no target, return (nil)
1720573017.168912 cmd_find_best_session: 0 sessions to try
1720573017.168915 cmd_find_current_client: no target, return (nil)
1720573017.168918 cmd_find_best_session: 0 sessions to try
1720573017.168921 cmd_find_best_session: 0 sessions to try
1720573017.168926 key_bindings_add: 0x6 C-f = send-keys -X cursor-right
1720573017.168929 cmd_find_best_session: 0 sessions to try
1720573017.168933 cmdq_next <global>: [bind-key/0x630cc8917590] (0), flags 0
1720573017.168936 cmd_find_best_session: 0 sessions to try
1720573017.168939 cmd_find_current_client: no target, return (nil)
1720573017.168942 cmd_find_best_session: 0 sessions to try
1720573017.168945 cmd_find_current_client: no target, return (nil)
1720573017.168948 cmd_find_best_session: 0 sessions to try
1720573017.168951 cmd_find_best_session: 0 sessions to try
1720573017.168955 key_bindings_add: 0x2 C-b = send-keys -X cursor-left
1720573017.168958 cmd_find_best_session: 0 sessions to try
1720573017.168962 cmdq_next <global>: [bind-key/0x630cc891e1a0] (0), flags 0
1720573017.168965 cmd_find_best_session: 0 sessions to try
1720573017.168968 cmd_find_current_client: no target, return (nil)
1720573017.168971 cmd_find_best_session: 0 sessions to try
1720573017.168974 cmd_find_current_client: no target, return (nil)
1720573017.168977 cmd_find_best_session: 0 sessions to try
1720573017.168979 cmd_find_best_session: 0 sessions to try
1720573017.168984 key_bindings_add: 0x7 C-g = send-keys -X clear-selection
1720573017.168987 cmd_find_best_session: 0 sessions to try
1720573017.168991 cmdq_next <global>: [bind-key/0x630cc8926c90] (0), flags 0
1720573017.168994 cmd_find_best_session: 0 sessions to try
1720573017.168997 cmd_find_current_client: no target, return (nil)
1720573017.169000 cmd_find_best_session: 0 sessions to try
1720573017.169002 cmd_find_current_client: no target, return (nil)
1720573017.169005 cmd_find_best_session: 0 sessions to try
1720573017.169008 cmd_find_best_session: 0 sessions to try
1720573017.169014 key_bindings_add: 0xb C-k = send-keys -X copy-pipe-end-of-line-and-cancel
1720573017.169017 cmd_find_best_session: 0 sessions to try
1720573017.169020 cmdq_next <global>: [bind-key/0x630cc892aca0] (0), flags 0
1720573017.169023 cmd_find_best_session: 0 sessions to try
1720573017.169026 cmd_find_current_client: no target, return (nil)
1720573017.169029 cmd_find_best_session: 0 sessions to try
1720573017.169032 cmd_find_current_client: no target, return (nil)
1720573017.169035 cmd_find_best_session: 0 sessions to try
1720573017.169038 cmd_find_best_session: 0 sessions to try
1720573017.169043 key_bindings_add: 0xe C-n = send-keys -X cursor-down
1720573017.169046 cmd_find_best_session: 0 sessions to try
1720573017.169050 cmdq_next <global>: [bind-key/0x630cc892be90] (0), flags 0
1720573017.169053 cmd_find_best_session: 0 sessions to try
1720573017.169056 cmd_find_current_client: no target, return (nil)
1720573017.169059 cmd_find_best_session: 0 sessions to try
1720573017.169062 cmd_find_current_client: no target, return (nil)
1720573017.169064 cmd_find_best_session: 0 sessions to try
1720573017.169067 cmd_find_best_session: 0 sessions to try
1720573017.169072 key_bindings_add: 0x10 C-p = send-keys -X cursor-up
1720573017.169075 cmd_find_best_session: 0 sessions to try
1720573017.169079 cmdq_next <global>: [bind-key/0x630cc892c110] (0), flags 0
1720573017.169082 cmd_find_best_session: 0 sessions to try
1720573017.169085 cmd_find_current_client: no target, return (nil)
1720573017.169088 cmd_find_best_session: 0 sessions to try
1720573017.169091 cmd_find_current_client: no target, return (nil)
1720573017.169094 cmd_find_best_session: 0 sessions to try
1720573017.169102 cmd_find_best_session: 0 sessions to try
1720573017.169112 key_bindings_add: 0x12 C-r = command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1720573017.169115 cmd_find_best_session: 0 sessions to try
1720573017.169119 cmdq_next <global>: [bind-key/0x630cc892c800] (0), flags 0
1720573017.169122 cmd_find_best_session: 0 sessions to try
1720573017.169125 cmd_find_current_client: no target, return (nil)
1720573017.169128 cmd_find_best_session: 0 sessions to try
1720573017.169131 cmd_find_current_client: no target, return (nil)
1720573017.169134 cmd_find_best_session: 0 sessions to try
1720573017.169137 cmd_find_best_session: 0 sessions to try
1720573017.169146 key_bindings_add: 0x13 C-s = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1720573017.169150 cmd_find_best_session: 0 sessions to try
1720573017.169154 cmdq_next <global>: [bind-key/0x630cc892cfb0] (0), flags 0
1720573017.169157 cmd_find_best_session: 0 sessions to try
1720573017.169159 cmd_find_current_client: no target, return (nil)
1720573017.169162 cmd_find_best_session: 0 sessions to try
1720573017.169165 cmd_find_current_client: no target, return (nil)
1720573017.169168 cmd_find_best_session: 0 sessions to try
1720573017.169171 cmd_find_best_session: 0 sessions to try
1720573017.169176 key_bindings_add: 0x16 C-v = send-keys -X page-down
1720573017.169179 cmd_find_best_session: 0 sessions to try
1720573017.169182 cmdq_next <global>: [bind-key/0x630cc892d3c0] (0), flags 0
1720573017.169185 cmd_find_best_session: 0 sessions to try
1720573017.169188 cmd_find_current_client: no target, return (nil)
1720573017.169191 cmd_find_best_session: 0 sessions to try
1720573017.169194 cmd_find_current_client: no target, return (nil)
1720573017.169197 cmd_find_best_session: 0 sessions to try
1720573017.169200 cmd_find_best_session: 0 sessions to try
1720573017.169205 key_bindings_add: 0x17 C-w = send-keys -X copy-pipe-and-cancel
1720573017.169208 cmd_find_best_session: 0 sessions to try
1720573017.169212 cmdq_next <global>: [bind-key/0x630cc892d7c0] (0), flags 0
1720573017.169215 cmd_find_best_session: 0 sessions to try
1720573017.169218 cmd_find_current_client: no target, return (nil)
1720573017.169221 cmd_find_best_session: 0 sessions to try
1720573017.169224 cmd_find_current_client: no target, return (nil)
1720573017.169227 cmd_find_best_session: 0 sessions to try
1720573017.169229 cmd_find_best_session: 0 sessions to try
1720573017.169234 key_bindings_add: 0x1b Escape = send-keys -X cancel
1720573017.169237 cmd_find_best_session: 0 sessions to try
1720573017.169241 cmdq_next <global>: [bind-key/0x630cc892da70] (0), flags 0
1720573017.169244 cmd_find_best_session: 0 sessions to try
1720573017.169247 cmd_find_current_client: no target, return (nil)
1720573017.169250 cmd_find_best_session: 0 sessions to try
1720573017.169253 cmd_find_current_client: no target, return (nil)
1720573017.169256 cmd_find_best_session: 0 sessions to try
1720573017.169259 cmd_find_best_session: 0 sessions to try
1720573017.169263 key_bindings_add: 0x20 Space = send-keys -X page-down
1720573017.169267 cmd_find_best_session: 0 sessions to try
1720573017.169270 cmdq_next <global>: [bind-key/0x630cc892e140] (0), flags 0
1720573017.169273 cmd_find_best_session: 0 sessions to try
1720573017.169276 cmd_find_current_client: no target, return (nil)
1720573017.169280 cmd_find_best_session: 0 sessions to try
1720573017.169282 cmd_find_current_client: no target, return (nil)
1720573017.169286 cmd_find_best_session: 0 sessions to try
1720573017.169288 cmd_find_best_session: 0 sessions to try
1720573017.169293 key_bindings_add: 0x2c , = send-keys -X jump-reverse
1720573017.169297 cmd_find_best_session: 0 sessions to try
1720573017.169300 cmdq_next <global>: [bind-key/0x630cc892e420] (0), flags 0
1720573017.169303 cmd_find_best_session: 0 sessions to try
1720573017.169306 cmd_find_current_client: no target, return (nil)
1720573017.169309 cmd_find_best_session: 0 sessions to try
1720573017.169317 cmd_find_current_client: no target, return (nil)
1720573017.169320 cmd_find_best_session: 0 sessions to try
1720573017.169323 cmd_find_best_session: 0 sessions to try
1720573017.169328 key_bindings_add: 0x3b ; = send-keys -X jump-again
1720573017.169331 cmd_find_best_session: 0 sessions to try
1720573017.169335 cmdq_next <global>: [bind-key/0x630cc892e940] (0), flags 0
1720573017.169338 cmd_find_best_session: 0 sessions to try
1720573017.169341 cmd_find_current_client: no target, return (nil)
1720573017.169343 cmd_find_best_session: 0 sessions to try
1720573017.169346 cmd_find_current_client: no target, return (nil)
1720573017.169349 cmd_find_best_session: 0 sessions to try
1720573017.169352 cmd_find_best_session: 0 sessions to try
1720573017.169360 key_bindings_add: 0x46 F = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1720573017.169363 cmd_find_best_session: 0 sessions to try
